id,bg1,bg2,bg3,bg4,bg5,bg6,bg7,bg8,bg9,bg10,bg11,bg12,bg13,bg14,bg15
220,山东东营团尚网络科技公司网络维护实习生,华为南京研究所实习生,新加坡国立大学summerworkshop：bigdataandcloudcomputing,基于机器学习的智能医疗护理建模,东南大学软件工程设计实践项目“虚拟校园管理系统”,基于计算机视觉处理技术的景区人流量实时监控及预测方案,东南大学信息安全竞赛《基于攻击思维的弱口令监测和改进系统》校级三等奖,利用基因片段大数据判断不同疾病,,,,,,,
221,山东东营团尚网络科技公司网络维护实习生,华为南京研究所实习生,新加坡国立大学summerworkshop：bigdataandcloudcomputing,基于机器学习的智能医疗护理建模,东南大学软件工程设计实践项目“虚拟校园管理系统”,基于计算机视觉处理技术的景区人流量实时监控及预测方案,东南大学信息安全竞赛《基于攻击思维的弱口令监测和改进系统》校级三等奖,利用基因片段大数据判断不同疾病,,,,,,,
222,重庆大学机械传动国家重点实验室,人体外骨骼装置毕设,辛辛那提大学TA,MITEECSRoboticsResearchProgram,中国信息通信集团有限公司实习,,,,,,,,,,
223,全国大学生数学建模大赛北京市一等奖,国际级比赛美国数学建模赛H奖,韩国梨花女子大学：学期交流项目,国家级大学生创新创业训练：支持OBE工程教育认证的课程管理与目标达成度评价系统,学校评价系统项目代码实现负责人,RUCIRattheNTCIR-13STC-2Task(第二作者，NTCIR-13会议发表),网络群体与市场：对新闻主体形成的社会网络的研究分析项目,移动平台开发与应用：Android服装推荐APP开发项目,面向对象的程序设计：图书评论和推荐系统,,,,,,
224,DataCastle“锦途杯”全国大数据竞赛二等奖,校级项目基于python的肿瘤模型预测,校级项目基于POI数据聚类的移动轨迹预测研究,,,,,,,,,,,,
225,英国保诚集团公司（香港）数据分析部,华夏基金研发部,全国大学生数模竞赛、浙江省大学生物理创新竞赛、美国大学生数学建模竞赛,,,,,,,,,,,,
226,英国保诚集团公司（香港）数据分析部,华夏基金研发部,全国大学生数模竞赛、浙江省大学生物理创新竞赛、美国大学生数学建模竞赛,,,,,,,,,,,,
227,国家级比赛GaNSystems杯第四届高校电力电子应用设计大赛决赛优胜奖,远程控制虚拟智能家居,电子时钟电路,,,,,,,,,,,,
228,富曼欧（上海）股权投资基金管理有限公司助理分析师,香港友邦保险公司助理分析师,华泰证券股份有限公司投资研究实习生,利信地产资金部助理,国际级比赛美国大学生数学建模比赛H奖,国家级大学生创新创业训练：一种新型PCM储热水箱的研究与设计,,,,,,,,,
229,北京航空航天大学冯如杯翼身融合复合式垂直起降固定翼无人机,AIAA项目混合动力通用飞机总体设计,利用超声波螺栓紧固力研究,,,,,,,,,,,,
230,北京航空航天大学冯如杯翼身融合复合式垂直起降固定翼无人机,AIAA项目混合动力通用飞机总体设计,利用超声波螺栓紧固力研究,,,,,,,,,,,,
231,英国保诚集团公司（香港）数据分析部,华夏基金研发部,全国大学生数模竞赛、浙江省大学生物理创新竞赛、美国大学生数学建模竞赛,,,,,,,,,,,,
232,英国保诚集团公司（香港）数据分析部,华夏基金研发部,全国大学生数模竞赛、浙江省大学生物理创新竞赛、美国大学生数学建模竞赛,,,,,,,,,,,,
233,DataCastle“锦途杯”全国大数据竞赛二等奖,校级项目基于python的肿瘤模型预测,校级项目基于POI数据聚类的移动轨迹预测研究,,,,,,,,,,,,
234,深圳万科研究部实习,中国发展银行实习生,国家大学生创新研究项目,校级：本田节能电动车项目,校级：一种双频高频功率放大器的设计项目,,,,,,,,,,
235,北京航空航天大学冯如杯翼身融合复合式垂直起降固定翼无人机,AIAA项目混合动力通用飞机总体设计,利用超声波螺栓紧固力研究,,,,,,,,,,,,
236,北京航空航天大学冯如杯翼身融合复合式垂直起降固定翼无人机,AIAA项目混合动力通用飞机总体设计,利用超声波螺栓紧固力研究,,,,,,,,,,,,
237,英国保诚集团公司（香港）数据分析部,华夏基金研发部,全国大学生数模竞赛、浙江省大学生物理创新竞赛、美国大学生数学建模竞赛,,,,,,,,,,,,
238,北美大学生数学建模竞赛,深峡谷暗流段三维流体力学研究,大学生创新训练计划项目：基于循环强度概念的箱筒型基础码头的复合承载力研究,测量实践小组组长,地质实践小组组长,,,,,,,,,,
239,北美大学生数学建模竞赛,深峡谷暗流段三维流体力学研究,大学生创新训练计划项目：基于循环强度概念的箱筒型基础码头的复合承载力研究,测量实践小组组长,地质实践小组组长,,,,,,,,,,
240,国家级比赛GaNSystems杯第四届高校电力电子应用设计大赛决赛优胜奖,远程控制虚拟智能家居,电子时钟电路,,,,,,,,,,,,
241,英国保诚集团公司（香港）数据分析部,华夏基金研发部,全国大学生数模竞赛、浙江省大学生物理创新竞赛、美国大学生数学建模竞赛,,,,,,,,,,,,
242,富曼欧（上海）股权投资基金管理有限公司助理分析师,香港友邦保险公司助理分析师,华泰证券股份有限公司投资研究实习生,利信地产资金部助理,国际级比赛美国大学生数学建模比赛H奖,国家级大学生创新创业训练：一种新型PCM储热水箱的研究与设计,,,,,,,,,
243,国家级比赛GaNSystems杯第四届高校电力电子应用设计大赛决赛优胜奖,远程控制虚拟智能家居,电子时钟电路,,,,,,,,,,,,
244,国家级比赛GaNSystems杯第四届高校电力电子应用设计大赛决赛优胜奖,远程控制虚拟智能家居,电子时钟电路,,,,,,,,,,,,
245,北京航空航天大学冯如杯翼身融合复合式垂直起降固定翼无人机,AIAA项目混合动力通用飞机总体设计,利用超声波螺栓紧固力研究,,,,,,,,,,,,
246,富曼欧（上海）股权投资基金管理有限公司助理分析师,香港友邦保险公司助理分析师,华泰证券股份有限公司投资研究实习生,利信地产资金部助理,国际级比赛美国大学生数学建模比赛H奖,国家级大学生创新创业训练：一种新型PCM储热水箱的研究与设计,,,,,,,,,
247,英国保诚集团公司（香港）数据分析部,华夏基金研发部,全国大学生数模竞赛、浙江省大学生物理创新竞赛、美国大学生数学建模竞赛,,,,,,,,,,,,
248,北京航空航天大学冯如杯翼身融合复合式垂直起降固定翼无人机,AIAA项目混合动力通用飞机总体设计,利用超声波螺栓紧固力研究,,,,,,,,,,,,
249,国家级比赛GaNSystems杯第四届高校电力电子应用设计大赛决赛优胜奖,远程控制虚拟智能家居,电子时钟电路,,,,,,,,,,,,
250,DataCastle“锦途杯”全国大数据竞赛二等奖,校级项目基于python的肿瘤模型预测,校级项目基于POI数据聚类的移动轨迹预测研究,,,,,,,,,,,,
251,英国保诚集团公司（香港）数据分析部,华夏基金研发部,全国大学生数模竞赛、浙江省大学生物理创新竞赛、美国大学生数学建模竞赛,,,,,,,,,,,,
252,NO BACKGROUND,,,,,,,,,,,,,,
253,美赛三等奖,微软Image-to-imageTranslationinMedicalImages项目,ResearchonPacketSchedulingofUnicastandMulticastTrafficinCICQFabric,,,,,,,,,,,,
254,中石化南京化学工业有限公司,中科院新疆理化研究所研究员,中南大学环境与水资源研究中心：游泳池中含氮消毒副产物的调研,中南大学炭／炭复合材料研究所项目名称：短炭纤维含量对C/C-SiC复合材料力学性能的影响,,,,,,,,,,,
255,NO BACKGROUND,,,,,,,,,,,,,,
256,NO BACKGROUND,,,,,,,,,,,,,,
257,NO BACKGROUND,,,,,,,,,,,,,,
258,NO BACKGROUND,,,,,,,,,,,,,,
259,NO BACKGROUND,,,,,,,,,,,,,,
260,NO BACKGROUND,,,,,,,,,,,,,,
261,NO BACKGROUND,,,,,,,,,,,,,,
262,中石化南京化学工业有限公司,中科院新疆理化研究所研究员,中南大学环境与水资源研究中心：游泳池中含氮消毒副产物的调研,中南大学炭／炭复合材料研究所项目名称：短炭纤维含量对C/C-SiC复合材料力学性能的影响,,,,,,,,,,,
263,中石化南京化学工业有限公司,中科院新疆理化研究所研究员,中南大学环境与水资源研究中心：游泳池中含氮消毒副产物的调研,中南大学炭／炭复合材料研究所项目名称：短炭纤维含量对C/C-SiC复合材料力学性能的影响,,,,,,,,,,,
264,中石化南京化学工业有限公司,中科院新疆理化研究所研究员,中南大学环境与水资源研究中心：游泳池中含氮消毒副产物的调研,中南大学炭／炭复合材料研究所项目名称：短炭纤维含量对C/C-SiC复合材料力学性能的影响,,,,,,,,,,,
265,NO BACKGROUND,,,,,,,,,,,,,,
266,NO BACKGROUND,,,,,,,,,,,,,,
267,NO BACKGROUND,,,,,,,,,,,,,,
268,北京航空航天大学冯如杯翼身融合复合式垂直起降固定翼无人机,AIAA项目混合动力通用飞机总体设计,利用超声波螺栓紧固力研究,,,,,,,,,,,,
269,中石化南京化学工业有限公司,中科院新疆理化研究所研究员,中南大学环境与水资源研究中心：游泳池中含氮消毒副产物的调研,中南大学炭／炭复合材料研究所项目名称：短炭纤维含量对C/C-SiC复合材料力学性能的影响,,,,,,,,,,,
270,中石化南京化学工业有限公司,中科院新疆理化研究所研究员,中南大学环境与水资源研究中心：游泳池中含氮消毒副产物的调研,中南大学炭／炭复合材料研究所项目名称：短炭纤维含量对C/C-SiC复合材料力学性能的影响,,,,,,,,,,,
271,NO BACKGROUND,,,,,,,,,,,,,,
272,NO BACKGROUND,,,,,,,,,,,,,,
273,NO BACKGROUND,,,,,,,,,,,,,,
274,NO BACKGROUND,,,,,,,,,,,,,,
275,NO BACKGROUND,,,,,,,,,,,,,,
276,NO BACKGROUND,,,,,,,,,,,,,,
277,NO BACKGROUND,,,,,,,,,,,,,,
278,NO BACKGROUND,,,,,,,,,,,,,,
279,NO BACKGROUND,,,,,,,,,,,,,,
280,NO BACKGROUND,,,,,,,,,,,,,,
281,NO BACKGROUND,,,,,,,,,,,,,,
282,NO BACKGROUND,,,,,,,,,,,,,,
283,NO BACKGROUND,,,,,,,,,,,,,,
284,NO BACKGROUND,,,,,,,,,,,,,,
285,NO BACKGROUND,,,,,,,,,,,,,,
286,NO BACKGROUND,,,,,,,,,,,,,,
287,NO BACKGROUND,,,,,,,,,,,,,,
288,NO BACKGROUND,,,,,,,,,,,,,,
289,NO BACKGROUND,,,,,,,,,,,,,,
290,NO BACKGROUND,,,,,,,,,,,,,,
291,NO BACKGROUND,,,,,,,,,,,,,,
292,NO BACKGROUND,,,,,,,,,,,,,,
293,NO BACKGROUND,,,,,,,,,,,,,,
294,NO BACKGROUND,,,,,,,,,,,,,,
295,NO BACKGROUND,,,,,,,,,,,,,,
296,NO BACKGROUND,,,,,,,,,,,,,,
297,NO BACKGROUND,,,,,,,,,,,,,,
298,NO BACKGROUND,,,,,,,,,,,,,,
299,NO BACKGROUND,,,,,,,,,,,,,,
300,NO BACKGROUND,,,,,,,,,,,,,,
301,NO BACKGROUND,,,,,,,,,,,,,,
302,重庆大学机械传动国家重点实验室,人体外骨骼装置毕设,辛辛那提大学TA,MITEECSRoboticsResearchProgram,中国信息通信集团有限公司实习,,,,,,,,,,
303,NO BACKGROUND,,,,,,,,,,,,,,
304,NO BACKGROUND,,,,,,,,,,,,,,
305,NO BACKGROUND,,,,,,,,,,,,,,
306,NO BACKGROUND,,,,,,,,,,,,,,
307,NO BACKGROUND,,,,,,,,,,,,,,
308,NO BACKGROUND,,,,,,,,,,,,,,
309,NO BACKGROUND,,,,,,,,,,,,,,
310,NO BACKGROUND,,,,,,,,,,,,,,
311,NO BACKGROUND,,,,,,,,,,,,,,
312,NO BACKGROUND,,,,,,,,,,,,,,
313,NO BACKGROUND,,,,,,,,,,,,,,
314,NO BACKGROUND,,,,,,,,,,,,,,
315,NO BACKGROUND,,,,,,,,,,,,,,
316,NO BACKGROUND,,,,,,,,,,,,,,
317,NO BACKGROUND,,,,,,,,,,,,,,
318,NO BACKGROUND,,,,,,,,,,,,,,
319,NO BACKGROUND,,,,,,,,,,,,,,
320,NO BACKGROUND,,,,,,,,,,,,,,
321,NO BACKGROUND,,,,,,,,,,,,,,
322,NO BACKGROUND,,,,,,,,,,,,,,
323,NO BACKGROUND,,,,,,,,,,,,,,
324,NO BACKGROUND,,,,,,,,,,,,,,
325,NO BACKGROUND,,,,,,,,,,,,,,
326,NO BACKGROUND,,,,,,,,,,,,,,
327,NO BACKGROUND,,,,,,,,,,,,,,
328,NO BACKGROUND,,,,,,,,,,,,,,
329,NO BACKGROUND,,,,,,,,,,,,,,
330,NO BACKGROUND,,,,,,,,,,,,,,
331,NO BACKGROUND,,,,,,,,,,,,,,
332,NO BACKGROUND,,,,,,,,,,,,,,
333,NO BACKGROUND,,,,,,,,,,,,,,
334,NO BACKGROUND,,,,,,,,,,,,,,
335,NO BACKGROUND,,,,,,,,,,,,,,
336,NO BACKGROUND,,,,,,,,,,,,,,
337,NO BACKGROUND,,,,,,,,,,,,,,
338,55556666,,,,,,,,,,,,,,
339,NO BACKGROUND,,,,,,,,,,,,,,
340,NO BACKGROUND,,,,,,,,,,,,,,
341,NO BACKGROUND,,,,,,,,,,,,,,
342,NO BACKGROUND,,,,,,,,,,,,,,
343,NO BACKGROUND,,,,,,,,,,,,,,
344,NO BACKGROUND,,,,,,,,,,,,,,
345,NO BACKGROUND,,,,,,,,,,,,,,
346,北京城建集团,毕设：分子筛催化剂上非氨SCR反应的研究,全国大学生节能减排社会实践与科技竞赛,校级：六价铬对厌氧消化产甲烷的影响,,,,,,,,,,,
347,江苏汇鸿集团实习,南京春蚕教育有限公司实习,美国大学生数学建模竞赛H奖,大学生创新创业项目,基于医脉通网站的药品名命名实体识,“互联网+”大学生创新创业大赛,,,,,,,,,
348,华为“展风华、为人先”半命题创意软件设计大赛二等奖：基于地图的社交安卓APP,领航杯”江苏省第二届青少年网络信息安全知识竞赛破解秀项目最佳单项奖,中国智能汽车大赛信息安全组优胜奖,SDN平台上的DDoS安全防御技术与应用,基于SDN的物联网设备访问控制,图像加解密与隐写提取平台,APK文件分析查询平台,教学辅助软件,,,,,,,
349,石墨烯的制备及其在锂离子电池的应用,敬文书院3I项目优秀结题,,,,,,,,,,,,,
350,北京市中科院国家纳米科学中心课题组实习,本科生科技创新大赛项目组组员,明尼苏达大学交换生,,,,,,,,,,,,
351,北京市中科院国家纳米科学中心课题组实习,本科生科技创新大赛项目组组员,明尼苏达大学交换生,,,,,,,,,,,,
352,北京市中科院国家纳米科学中心课题组实习,本科生科技创新大赛项目组组员,明尼苏达大学交换生,,,,,,,,,,,,
353,尼尔森汽车组数据分析实习,华泰证券金融工程组实习,巴鲁克学院交换,,,,,,,,,,,,
354,石墨烯的制备及其在锂离子电池的应用,敬文书院3I项目优秀结题,,,,,,,,,,,,,
355,石墨烯的制备及其在锂离子电池的应用,敬文书院3I项目优秀结题,,,,,,,,,,,,,
356,北京市中科院国家纳米科学中心课题组实习,本科生科技创新大赛项目组组员,明尼苏达大学交换生,,,,,,,,,,,,
357,北京市中科院国家纳米科学中心课题组实习,本科生科技创新大赛项目组组员,明尼苏达大学交换生,,,,,,,,,,,,
358,北京市中科院国家纳米科学中心课题组实习,本科生科技创新大赛项目组组员,明尼苏达大学交换生,,,,,,,,,,,,
359,地平线机器人技术智能驾驶研发部门数据实习生,江苏沙钢集团有限公司计算机中心实习生,美国大学生数学建模竞赛二等奖,校级科研项目区县级河长制管理体系及实施探讨,机器学习项目：用户用电违约预测,机器学习课程设计：用户用电违约预测,信息系统分析与设计课程设计：外卖订餐系统的设计,,,,,,,,
360,华为“展风华、为人先”半命题创意软件设计大赛二等奖：基于地图的社交安卓APP,领航杯”江苏省第二届青少年网络信息安全知识竞赛破解秀项目最佳单项奖,中国智能汽车大赛信息安全组优胜奖,SDN平台上的DDoS安全防御技术与应用,基于SDN的物联网设备访问控制,图像加解密与隐写提取平台,APK文件分析查询平台,教学辅助软件,,,,,,,
361,腾讯社交广告高校算法大赛,全国大学生机械产品数字化设计大赛三等奖,国家大学生创新实验计划：基于图像识别的机械臂分拣机构,国家大学生创新实验计划：仿生六足步行机器人的设计与研制,星火基金项目：多功能折叠床,,,,,,,,,,
362,江西京九物流有限责任公司新余物流中心实习,2017年长安大学全国大学生数学建模竞赛选拔赛,,,,,,,,,,,,,
363,NO BACKGROUND,,,,,,,,,,,,,,
364,江西京九物流有限责任公司新余物流中心实习,2017年长安大学全国大学生数学建模竞赛选拔赛,,,,,,,,,,,,,
365,NO BACKGROUND,,,,,,,,,,,,,,
366,江西京九物流有限责任公司新余物流中心实习,2017年长安大学全国大学生数学建模竞赛选拔赛,,,,,,,,,,,,,
367,江西京九物流有限责任公司新余物流中心实习,2017年长安大学全国大学生数学建模竞赛选拔赛,,,,,,,,,,,,,
368,NO BACKGROUND,,,,,,,,,,,,,,
369,台湾国立交通大学交换生,科研项目：压电陶瓷能量转换的实际操作,影响合金导电能力的因素分析,,,,,,,,,,,,
370,台湾国立交通大学交换生,科研项目：压电陶瓷能量转换的实际操作,影响合金导电能力的因素分析,,,,,,,,,,,,
371,NO BACKGROUND,,,,,,,,,,,,,,
372,NO BACKGROUND,,,,,,,,,,,,,,
373,NO BACKGROUND,,,,,,,,,,,,,,
374,台湾国立交通大学交换生,科研项目：压电陶瓷能量转换的实际操作,影响合金导电能力的因素分析,,,,,,,,,,,,
375,台湾国立交通大学交换生,科研项目：压电陶瓷能量转换的实际操作,影响合金导电能力的因素分析,,,,,,,,,,,,
376,NO BACKGROUND,,,,,,,,,,,,,,
377,NO BACKGROUND,,,,,,,,,,,,,,
378,NO BACKGROUND,,,,,,,,,,,,,,
379,NO BACKGROUND,,,,,,,,,,,,,,
380,NO BACKGROUND,,,,,,,,,,,,,,
381,NO BACKGROUND,,,,,,,,,,,,,,
382,南通市建筑设计院（江苏）机电所实习生,中房建筑设计院（江苏南通）机电所实习生,福州大学第四届大学生节能减排社会实践与科技竞赛全国三等奖,《一种既有建筑水封补偿与保护装置》,,,,,,,,,,,
383,南通市建筑设计院（江苏）机电所实习生,中房建筑设计院（江苏南通）机电所实习生,福州大学第四届大学生节能减排社会实践与科技竞赛全国三等奖,《一种既有建筑水封补偿与保护装置》,,,,,,,,,,,
384,南通市建筑设计院（江苏）机电所实习生,中房建筑设计院（江苏南通）机电所实习生,福州大学第四届大学生节能减排社会实践与科技竞赛全国三等奖,《一种既有建筑水封补偿与保护装置》,,,,,,,,,,,
