id,admitted_major,admitted_school,location
60,工商管理硕士,斯坦福大学,美国
61,金融,约翰霍普金斯大学,美国
62,金融,凯斯西储大学,美国
63,会计,德雷赛尔大学,美国
64,运筹学,哥伦比亚大学,美国
65,市场营销,约翰霍普金斯大学,美国
66,金融学,杜兰大学,美国
67,金融,东北大学,美国
68,全球金融,福特汉姆大学,美国
69,金融,雪城大学,美国
70,金融,雪城大学,美国
71,会计,马里兰大学帕克分校,美国
72,国际贸易,佛罗里达大学,美国
73,金融分析,里海大学,美国
74,市场营销,约翰霍普金斯大学,美国
75,客户分析,圣路易斯华盛顿大学,美国
76,经济学硕士,杜克大学,美国
77,MBA项目,伦斯勒理工学院,美国
78,贸易硕士,弗吉尼亚大学,美国
79,管理硕士,密歇根大学安娜堡分校,美国
80,金融,马里兰大学帕克分校,美国
81,会计,匹兹堡大学,美国
82,会计与信息分析,里海大学,美国
83,市场分析,马里兰大学帕克分校,美国
84,市场营销,约翰霍普金斯大学,美国
85,金融,雪城大学,美国
86,应用金融学,佩珀代因大学,美国
87,金融,马里兰大学帕克分校,美国
88,会计,伊利诺伊大学香槟分校,美国
89,管理研究硕士,杜克大学,美国
90,金融理学硕士,约翰霍普金斯大学,美国
91,金融硕士,圣路易斯华盛顿大学,美国
92,金融理学硕士,约翰霍普金斯大学,美国
93,信息管理理学硕士,雪城大学,美国
94,金融工程硕士,纽约大学,美国
95,金融硕士,加州大学圣地亚哥分校,美国
96,商业分析理学硕士,圣路易斯华盛顿大学,美国
97,商业分析理学硕士,罗切斯特大学,美国
98,商业分析理学硕士,维克森林大学,美国
99,整合市场营销理学硕士,纽约大学,美国
100,金融数学硕士,哥伦比亚大学,美国
101,信息科学理学硕士,匹兹堡大学,美国
102,政策经济学理学硕士,伊利诺伊大学香槟分校,美国
103,信息技术硕士,罗格斯大学,美国
104,市场分析理学硕士,本特利大学,美国
105,信息系统硕士,斯蒂文斯理工学院,美国
106,全球发展经济学文学硕士,波士顿大学,美国
107,应用经济学文学硕士,乔治·华盛顿大学,美国
108,金融数学理学硕士,芝加哥大学,美国
109,金融工程理学硕士,哥伦比亚大学,美国
110,经济学文学硕士,杜克大学,美国
111,金融理学硕士,约翰霍普金斯大学,美国
112,量化管理硕士,杜克大学,美国
113,管理学,福特汉姆大学,美国
114,整合营销传播理学硕士,西北大学,美国
115,经济学,德州大学奥斯汀分校,美国
116,应用经济学,密歇根大学安娜堡分校,美国
117,金融,约翰霍普金斯大学,美国
118,企业风险管理,约翰霍普金斯大学,美国
119,经济学文学硕士,德州大学奥斯汀分校,美国
120,经济学文学硕士,波士顿大学,美国
121,会计,匹兹堡大学,美国
122,计算金融,卡耐基梅隆大学,美国
123,信息系统与运营管理,佛罗里达大学,美国
124,管理硕士,杜克大学,美国
125,会计,纽约州立大学宾汉姆顿分校,美国
126,金融,约翰霍普金斯大学,美国
127,金融,马里兰大学帕克分校,美国
128,会计学,福特汉姆大学,美国
129,会计,雪城大学,美国
130,全球金融,福特汉姆大学,美国
131,管理,佛罗里达大学,美国
132,金融,约翰霍普金斯大学,美国
133,应用经济学硕士,约翰霍普金斯大学,美国
134,项目管理,圣路易斯华盛顿大学,美国
135,商业分析,伦斯勒理工学院,美国
136,营销情报,福特汉姆大学,美国
137,金融,雪城大学,美国
138,全球金融,福特汉姆大学,美国
139,企业项目管理,斯蒂文斯理工学院,美国
140,金融,雪城大学,美国
141,会计,乔治·华盛顿大学,美国
142,应用金融学,佩珀代因大学,美国
143,应用金融学,佩珀代因大学,美国
144,金融,伊利诺伊大学香槟分校,美国
145,金融理学硕士,东北大学,美国
146,计量金融硕士,福特汉姆大学,美国
147,金融理学硕士,约翰霍普金斯大学,美国
148,金融理学硕士,约翰霍普金斯大学,美国
149,金融工程理学硕士,伊利诺伊大学香槟分校,美国
150,商业分析理学硕士,罗切斯特大学,美国
151,农业与应用经济学理学硕士,威斯康星大学麦迪逊分校,美国
152,金融工程硕士,南加州大学,美国
153,金融硕士,杜兰大学,美国
154,应用经济学理学硕士,波士顿学院,美国
155,经济学文学硕士,福特汉姆大学,美国
156,空间经济学理学硕士,南加州大学,美国
157,经济学文学硕士,波士顿大学,美国
158,经济学理学硕士,东北大学,美国
159,应用经济学文学硕士,乔治·华盛顿大学,美国
160,金融硕士,罗切斯特大学,美国
161,计量金融硕士,福特汉姆大学,美国
162,金融硕士,杜兰大学,美国
163,金融硕士,布兰迪斯大学,美国
164,金融理学硕士,约翰霍普金斯大学,美国
165,金融硕士,布兰迪斯大学,美国
166,会计硕士,乔治·华盛顿大学,美国
167,会计硕士,福特汉姆大学,美国
168,金融硕士,雪城大学,美国
169,会计硕士项目,圣路易斯华盛顿大学,美国
170,会计硕士,丹佛大学,美国
171,商业分析硕士,罗切斯特大学,美国
172,金融学,杜兰大学,美国
173,计量与计算金融硕士,佐治亚理工学院,美国
174,商业分析,南加州大学,美国
175,会计硕士,明尼苏达大学双城分校,美国
176,会计硕士,迈阿密大学,美国
177,金融数学理学硕士,伍斯特理工学院,美国
178,空间经济学与数据分析理学硕士预科,南加州大学,美国
179,商业分析理学硕士,亚利桑那州立大学,美国
180,金融学,杜兰大学,美国
181,金融学,杜兰大学,美国
182,商业分析,丹佛大学,美国
183,会计,纽约州立大学宾汉姆顿分校,美国
184,全球商业,佩珀代因大学,美国
185,会计,马里兰大学帕克分校,美国
186,投资管理,圣约翰大学,美国
187,金融,奥本大学,美国
188,会计,雪城大学,美国
189,数学金融,伊利诺伊理工学院,美国
190,金融工程,斯蒂文斯理工学院,美国
191,会计,雪城大学,美国
192,金融,丹佛大学,美国
193,信息系统理学硕士,纽约大学,美国
194,金融硕士,南加州大学,美国
195,金融硕士,圣路易斯华盛顿大学,美国
196,信息管理理学硕士,伊利诺伊大学香槟分校,美国
197,金融硕士,波士顿学院,美国
198,金融硕士,罗切斯特大学,美国
199,信息系统管理硕士,圣路易斯华盛顿大学,美国
200,金融理学硕士,约翰霍普金斯大学,美国
201,信息系统理学硕士,约翰霍普金斯大学,美国
202,金融数学理学硕士,纽约大学,美国
203,金融数学硕士,哥伦比亚大学,美国
204,金融工程硕士,南加州大学,美国
205,金融工程,康奈尔大学,美国
206,金融工程硕士,纽约大学,美国
207,整合市场营销理学硕士,纽约大学,美国
208,市场营销硕士,约翰霍普金斯大学,美国
209,经济学系,密歇根大学安娜堡分校,美国
210,商业分析硕士,福特汉姆大学,美国
211,全球金融理学硕士,福特汉姆大学,美国
212,金融管理理学硕士,波士顿大学,美国
213,整合市场营销理学硕士,纽约大学,美国
214,金融理学硕士,纽约州立大学石溪分校,美国
215,信息科学理学硕士,匹兹堡大学,美国
216,市场营销理学硕士,美利坚大学,美国
217,电气与计算机工程系,纽约大学,美国
218,机械工程理学硕士,南加州大学,美国
219,机械工程理学硕士,圣路易斯华盛顿大学,美国
220,计算机科学硕士,伍斯特理工学院,美国
221,计算机科学系,北卡罗来纳州立大学罗利分校,美国
222,机械工程理学硕士,罗切斯特大学,美国
223,计算机科学系,南加州大学,美国
224,计算机科学与工程系,宾州州立大学（帕克校区）,美国
225,土木与环境工程系,南加州大学,美国
226,可持续基础建设与环境学院,佛罗里达大学,美国
227,电气与计算机工程系,莱斯大学,美国
228,工程管理硕士,南加州大学,美国
229,航空航天与机械工程系,南加州大学,美国
230,机械工程,南加州大学,美国
231,土木与环境工程系,马里兰大学帕克分校,美国
232,土木工程系,德州农工大学,美国
233,电气与计算机工程系,罗切斯特大学,美国
234,工程管理硕士,杜克大学,美国
235,机械工程系,哥伦比亚大学,美国
236,机械工程,哥伦比亚大学,美国
237,土木工程学院,普渡大学西拉法叶校区,美国
238,船舶与海洋工程,密歇根大学安娜堡分校,美国
239,环境工程工学硕士,康奈尔大学,美国
240,电气工程与计算机科学系,密歇根大学安娜堡分校,美国
241,土木与环境工程系,密歇根大学安娜堡分校,美国
242,建造管理,纽约大学,美国
243,电气与计算机工程系,弗吉尼亚理工大学,美国
244,电气工程系,南加州大学,美国
245,机械工程与材料科学系,圣路易斯华盛顿大学,美国
246,项目管理理学硕士,西北大学,美国
247,结构工程系,加州大学圣地亚哥分校,美国
248,机械工程,东北大学,美国
249,电气与计算机工程系,东北大学,美国
250,计算机工程理学硕士,雪城大学,美国
251,土木与环境工程系,卡耐基梅隆大学,美国
252,电子与计算机工程,密歇根大学安娜堡分校,美国
253,电气与计算机工程学院,康奈尔大学,美国
254,化学工程与材料科学系,南加州大学,美国
255,计算机科学与工程,加州大学圣地亚哥分校,美国
256,信息系统,卡耐基梅隆大学,美国
257,软件工程,卡耐基梅隆大学,美国
258,计算机科学,弗吉尼亚大学,美国
259,计算机工程,加州大学欧文分校,美国
260,计算机科学,芝加哥大学,美国
261,语言技术研究所,卡耐基梅隆大学,美国
